0 0
0.020000 0.031936
0.040000 0.063872
0.060000 0.095808
0.080000 0.127745
0.100000 0.159681
0.120000 0.191617
0.140000 0.223553
0.160000 0.255489
0.180000 0.287425
0.200000 0.319361
0.220000 0.351297
0.240000 0.383234
0.260000 0.415170
0.280000 0.447106
0.300000 0.479042
0.320000 0.510978
0.340000 0.542914
0.360000 0.574850
0.380000 0.606786
0.400000 0.638723
0.420000 0.670659
0.440000 0.702595
0.460000 0.718563
0.480000 0.734531
0.500000 0.750499
0.520000 0.766467
0.540000 0.782435
0.560000 0.798403
0.580000 0.814371
0.600000 0.830339
0.620000 0.846307
0.640000 0.862275
0.660000 0.878244
0.680000 0.894212
0.700000 0.910180
0.720000 0.926148
0.740000 0.942116
0.760000 0.958084
0.780000 0.974052
0.800000 0.990020
0.820000 0.991018
0.840000 0.992016
0.860000 0.993014
0.880000 0.994012
0.900000 0.995010
0.920000 0.996008
0.940000 0.997006
0.960000 0.998004
0.980000 0.999002
1.000000 1.000000
